Prefecture,Name,Address,Description,Location,Target,URL
北海道,函館第3団,北海道函館市新八幡町156-1,"主な活動場所: 法龍寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/hakodate3/",法龍寺,男女,https://find-local.scout.or.jp/hokkaido/hakodate3/
北海道,函館第8団,北海道函館市富岡町3丁目25-13,"主な活動場所: 本現寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/hakodate8/",本現寺,男女,https://find-local.scout.or.jp/hokkaido/hakodate8/
北海道,函館第2団,北海道函館市東川町12-12,"主な活動場所: 本願寺函館別院内
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/hakodate2/",本願寺函館別院内,男女,https://find-local.scout.or.jp/hokkaido/hakodate2/
北海道,室蘭第1団,北海道室蘭市中央町3-5-9,"主な活動場所: 本教寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/muroran1/",本教寺,男女,https://find-local.scout.or.jp/hokkaido/muroran1/
北海道,登別第1団,北海道登別市富士町5丁目27-1,"主な活動場所: ふおれすと鉱山
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/noboribetsu1/",ふおれすと鉱山,男女,https://find-local.scout.or.jp/hokkaido/noboribetsu1/
北海道,伊達第1団,北海道伊達市錦町9-1,"主な活動場所: 船岡町
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/date1/",船岡町,男女,https://find-local.scout.or.jp/hokkaido/date1/
北海道,苫小牧第2団,北海道苫小牧市高丘6-49,"主な活動場所: 樽前山神社
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/tomakomai2/",樽前山神社,男女,https://find-local.scout.or.jp/hokkaido/tomakomai2/
北海道,千歳第1団,北海道千歳市清水町1-14,"主な活動場所: 千正寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/chitose1/",千正寺,男女,https://find-local.scout.or.jp/hokkaido/chitose1/
北海道,江別第2団,北海道江別市大麻中町26-4,"主な活動場所: 江別市大麻出張所
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/ebetsyu2/",江別市大麻出張所,男女,https://find-local.scout.or.jp/hokkaido/ebetsyu2/
北海道,札幌第1団,北海道札幌市中央区宮ヶ丘474,"主な活動場所: 北海道神宮境内
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo1/",北海道神宮境内,男女,https://find-local.scout.or.jp/hokkaido/sapporo1/
北海道,札幌第2団,北海道札幌市中央区北3条西19丁目2-1,"主な活動場所: 本願寺札幌別院内
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo2/",本願寺札幌別院内,男女,https://find-local.scout.or.jp/hokkaido/sapporo2/
北海道,札幌第4団,北海道札幌市東区北19条東3丁目1-1,"主な活動場所: 真宗大谷派大願寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo4/",真宗大谷派大願寺,男女,https://find-local.scout.or.jp/hokkaido/sapporo4/
北海道,札幌第9団,北海道札幌市南区南35条西10丁目11-2,"主な活動場所: 真宗大谷派東本願寺札幌別院
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo9/",真宗大谷派東本願寺札幌別院,男女,https://find-local.scout.or.jp/hokkaido/sapporo9/
北海道,札幌第10団,北海道札幌市北区篠路1条8丁目2-7,"主な活動場所: 札幌市北区
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo10/",札幌市北区,男女,https://find-local.scout.or.jp/hokkaido/sapporo10/
北海道,札幌第12団,北海道札幌市北区北23条西9丁目2-13,"主な活動場所: 天童寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo12/",天童寺,男女,https://find-local.scout.or.jp/hokkaido/sapporo12/
北海道,札幌第22団,北海道札幌市西区琴似3条6丁目　浄恩寺（西区役所の裏）,"主な活動場所: 浄恩寺、三角山、藻岩山、真狩野営場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo22/",浄恩寺、三角山、藻岩山、真狩野営場,男女,https://find-local.scout.or.jp/hokkaido/sapporo22/
北海道,札幌第24団,北海道札幌市豊平区月寒西3-4,"主な活動場所: 月寒神社
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo24/",月寒神社,男女,https://find-local.scout.or.jp/hokkaido/sapporo24/
北海道,札幌第26団,北海道札幌市中央区北1条東６丁目10　カトリック札幌教区青少年の家,"主な活動場所: カトリック北一条教会
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/sapporo26/",カトリック北一条教会,男女,https://find-local.scout.or.jp/hokkaido/sapporo26/
北海道,留萌第1団,北海道留萌市五十嵐町3丁目1-18,"主な活動場所: 留萌市五十嵐町3丁目1-18
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/rumoi1/",留萌市五十嵐町3丁目1-18,男女,https://find-local.scout.or.jp/hokkaido/rumoi1/
北海道,留萌第2団,北海道留萌市宮園町1丁目　カトリック留萌教会内,"主な活動場所: カトリック留萌教会スカウトハウス
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/rumoi2/",カトリック留萌教会スカウトハウス,男女,https://find-local.scout.or.jp/hokkaido/rumoi2/
北海道,秩父別第1団,北海道雨竜郡秩父別町2条1丁目,"主な活動場所: 青年会館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/chippubetu1/",青年会館,男女,https://find-local.scout.or.jp/hokkaido/chippubetu1/
北海道,羽幌第2団,北海道苫前郡羽幌町港町3丁目,"主な活動場所: カトリック羽幌教会スカウトハウス
参加対象: 男
詳細URL: https://find-local.scout.or.jp/hokkaido/haboro2/",カトリック羽幌教会スカウトハウス,男,https://find-local.scout.or.jp/hokkaido/haboro2/
北海道,美唄第8団,北海道美唄市東2条南3丁目2-10,"主な活動場所: アカシア幼稚園
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/bibai8/",アカシア幼稚園,男女,https://find-local.scout.or.jp/hokkaido/bibai8/
北海道,旭川第12団,北海道旭川市6条11丁目ラポール6条504,"主な活動場所: 花咲町　　　スカウトハウス
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/asahikawa12/",花咲町　　　スカウトハウス,男女,https://find-local.scout.or.jp/hokkaido/asahikawa12/
北海道,旭川第21団,北海道旭川市神楽丘3条4丁目1-4,"主な活動場所: ココデ
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/asahikawa21/",ココデ,男女,https://find-local.scout.or.jp/hokkaido/asahikawa21/
北海道,東川第1団,北海道上川郡東川町西町1丁目6-1,"主な活動場所: 東川神社
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/higashikawa1/",東川神社,男女,https://find-local.scout.or.jp/hokkaido/higashikawa1/
北海道,北見第2団,北海道北見市北2条東7　本覚寺,"主な活動場所: 本覚寺、北見さくら幼稚園、北見第２団野営場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/kitami2/",本覚寺、北見さくら幼稚園、北見第２団野営場,男女,https://find-local.scout.or.jp/hokkaido/kitami2/
北海道,釧路第6団,北海道釧路市旭町12-3,"主な活動場所: 釧路市総合福祉センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/kushiro6/",釧路市総合福祉センター,男女,https://find-local.scout.or.jp/hokkaido/kushiro6/
北海道,釧路第11団,北海道釧路市旭12-3,"主な活動場所: 釧路市総合福祉センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/kushiro11/",釧路市総合福祉センター,男女,https://find-local.scout.or.jp/hokkaido/kushiro11/
北海道,帯広第4団,北海道帯広市西８条南16丁目2-6　（有）ナベシン設計方,"主な活動場所: 音更町「道立十勝エコロジーパーク」、芽室町西士狩「団野営場」
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/obihiro4/",音更町「道立十勝エコロジーパーク」、芽室町西士狩「団野営場」,男女,https://find-local.scout.or.jp/hokkaido/obihiro4/
北海道,帯広第7団,北海道帯広市東3条南2丁目1番地,"主な活動場所: 帯廣神社、剣山野営場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/hokkaido/obihiro7/",帯廣神社、剣山野営場,男女,https://find-local.scout.or.jp/hokkaido/obihiro7/
青森県,青森第1団,青森県青森市桂木,"主な活動場所: 宗信寺、団キャンプ場「スカウトの森」など
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/aomori/aomori1/",宗信寺、団キャンプ場「スカウトの森」など,男女,https://find-local.scout.or.jp/aomori/aomori1/
青森県,青森第2団,青森県青森市長島4-11-8,"主な活動場所: 市民センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/aomori/aomori2/",市民センター,男女,https://find-local.scout.or.jp/aomori/aomori2/
青森県,青森第4団,青森県青森市浪打1-20-6,"主な活動場所: カトリック浪打教会・青森市東部・合浦付近
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/aomori/aomori4/",カトリック浪打教会・青森市東部・合浦付近,男女,https://find-local.scout.or.jp/aomori/aomori4/
青森県,弘前第1団,青森県弘前市青山3-4-4,"主な活動場所: 弘前公園、弘前文化センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/aomori/hirosaki1/",弘前公園、弘前文化センター,男女,https://find-local.scout.or.jp/aomori/hirosaki1/
青森県,むつ第1団,青森県むつ市柳町1-4-14,"主な活動場所: むつ市中央公民館・緑の防人館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/aomori/mutsu1/",むつ市中央公民館・緑の防人館,男女,https://find-local.scout.or.jp/aomori/mutsu1/
青森県,むつ第2団,青森県むつ市新町3-2,"主な活動場所: ハチチュウ川島
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/aomori/mutsu2/",ハチチュウ川島,男女,https://find-local.scout.or.jp/aomori/mutsu2/
岩手県,盛岡第5団,岩手県盛岡市長田町　内宮方,"主な活動場所: 白滝キャンプ場（盛岡市・岩山付近）、盛岡市中央公民館、盛岡城跡公園
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/iwate/morioka5/",白滝キャンプ場（盛岡市・岩山付近）、盛岡市中央公民館、盛岡城跡公園,男女,https://find-local.scout.or.jp/iwate/morioka5/
岩手県,盛岡第10団,岩手県盛岡市月が丘,"主な活動場所: 青山活動センター、みたけ老人福祉センター、盛岡つどいの森、矢巾キャンプ場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/iwate/morioka10/",青山活動センター、みたけ老人福祉センター、盛岡つどいの森、矢巾キャンプ場,男女,https://find-local.scout.or.jp/iwate/morioka10/
岩手県,北上第1団,岩手県北上市新穀町2-1-21　小笠原方,"主な活動場所: 男山キャンプ場（展勝地）、和賀川ふれあい広場 、西地区交流センター、北地区交流センター、他
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/iwate/kitakami1/",男山キャンプ場（展勝地）、和賀川ふれあい広場 、西地区交流センター、北地区交流センター、他,男女,https://find-local.scout.or.jp/iwate/kitakami1/
岩手県,水沢第3団,岩手県奥州市水沢羽田町宝生,"主な活動場所: 奥州市羽田地区センター等
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/iwate/mizusawa3/",奥州市羽田地区センター等,男女,https://find-local.scout.or.jp/iwate/mizusawa3/
岩手県,釜石第2団,岩手県釜石市野田町2-3-34,"主な活動場所: 大只越ｽｶｳﾄﾊｳｽ、愛の浜、福祉の森、中妻公民館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/iwate/kamaishi2/",大只越ｽｶｳﾄﾊｳｽ、愛の浜、福祉の森、中妻公民館,男女,https://find-local.scout.or.jp/iwate/kamaishi2/
岩手県,山田第2団,岩手県下閉伊郡山田町後楽町4-5,"主な活動場所: 陸中海岸青少年の家、龍昌寺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/iwate/yamada2/",陸中海岸青少年の家、龍昌寺,男女,https://find-local.scout.or.jp/iwate/yamada2/
宮城県,白石第1団,宮城県白石市,"主な活動場所: 益岡公園、南蔵王野営場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/shiroishi1/",益岡公園、南蔵王野営場,男女,https://find-local.scout.or.jp/miyagi/shiroishi1/
宮城県,仙台第1団,宮城県仙台市青葉区上杉1-9-38（旭商会内）,"主な活動場所: 仙台市青葉区、泉区及び周辺地区町村
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/sendai1/",仙台市青葉区、泉区及び周辺地区町村,男女,https://find-local.scout.or.jp/miyagi/sendai1/
宮城県,仙台第2団,宮城県仙台市青葉区みやぎ台3-12-6,"主な活動場所: 仙台市市民センター（中田、富沢他）、市内公園（榴岡公園他）、県内キャンプ場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/sendai2/",仙台市市民センター（中田、富沢他）、市内公園（榴岡公園他）、県内キャンプ場,男女,https://find-local.scout.or.jp/miyagi/sendai2/
宮城県,仙台第27団,宮城県仙台市青葉区八幡4-6-1　大崎八幡宮内,"主な活動場所: 大崎八幡宮境内及び近隣地区
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/sendai27/",大崎八幡宮境内及び近隣地区,男女,https://find-local.scout.or.jp/miyagi/sendai27/
宮城県,仙台第37団,宮城県仙台市宮城野区東仙台6丁目8-1,"主な活動場所: 東仙台カトリック教会ボーイスカウト広場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/sendai37/",東仙台カトリック教会ボーイスカウト広場,男女,https://find-local.scout.or.jp/miyagi/sendai37/
宮城県,岩沼第1団,宮城県岩沼市稲荷町1-1　竹駒神社内,"主な活動場所: 竹駒神社境内、グリンピア岩沼、岩沼市近郊の公園や公民館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/iwanuma1/",竹駒神社境内、グリンピア岩沼、岩沼市近郊の公園や公民館,男女,https://find-local.scout.or.jp/miyagi/iwanuma1/
宮城県,名取第1団,宮城県981-1245 名取市ゆりが丘4-27-13 平井充方 ボーイスカウト名取第一団事務局,"主な活動場所: 樽水クチャ（BVS,BS,RSなど）、増田西公民館（CS,BS,VSなど）、ほか市内公民館（CS,BS,VSなど）、蔵王自然の家（各隊）、南蔵王野営場（各隊
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/natori1/","樽水クチャ（BVS,BS,RSなど）、増田西公民館（CS,BS,VSなど）、ほか市内公民館（CS,BS,VSなど）、蔵王自然の家（各隊）、南蔵王野営場（各隊",男女,https://find-local.scout.or.jp/miyagi/natori1/
宮城県,泉第1団,宮城県〒981-3121　仙台市泉区上谷刈5-27-36（水の森公園キャンプ場近く）,"主な活動場所: 仙台市市民センター、県内各公園、県内各キャンプ場、県 内自然の家
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/izumi1/",仙台市市民センター、県内各公園、県内各キャンプ場、県 内自然の家,男女,https://find-local.scout.or.jp/miyagi/izumi1/
宮城県,泉第2団,宮城県仙台市泉区南光台南3-20-16MOA宮城会館内,"主な活動場所: 団本部内、市民センター（南光台、鶴ケ谷、松森など）、県、市内の公園、キャンプ場、自然の家など
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/izumi2/",団本部内、市民センター（南光台、鶴ケ谷、松森など）、県、市内の公園、キャンプ場、自然の家など,男女,https://find-local.scout.or.jp/miyagi/izumi2/
宮城県,鹿島台第1団,宮城県大崎市鹿島台木間塚字小谷地315-1,"主な活動場所: 大崎市学童農園、鹿島台公民館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/kashimadai1/",大崎市学童農園、鹿島台公民館,男女,https://find-local.scout.or.jp/miyagi/kashimadai1/
宮城県,塩釜第1団,宮城県塩竈市杉の入4-5-3,"主な活動場所: 団倉庫前、近隣の公園
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/shiogama1/",団倉庫前、近隣の公園,男女,https://find-local.scout.or.jp/miyagi/shiogama1/
宮城県,石巻第2団,宮城県石巻市門脇字青葉西1-23,"主な活動場所: 石巻市及び近郊
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/ishinomaki2/",石巻市及び近郊,男女,https://find-local.scout.or.jp/miyagi/ishinomaki2/
宮城県,石巻第6団,宮城県石巻市中里6-12-2,"主な活動場所: 石巻市および近郊
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/ishinomaki6/",石巻市および近郊,男女,https://find-local.scout.or.jp/miyagi/ishinomaki6/
宮城県,高清水第1団,宮城県栗原市高清水長福寺20-1,"主な活動場所: 栗原市高清水
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/takashimizu1/",栗原市高清水,男女,https://find-local.scout.or.jp/miyagi/takashimizu1/
宮城県,迫第1団,宮城県登米市迫町佐沼字下田中51番地9,"主な活動場所: 登米市内
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/miyagi/hazama1/",登米市内,男女,https://find-local.scout.or.jp/miyagi/hazama1/
秋田県,秋田第1団,秋田県秋田市千秋明徳町1-48　カトリック秋田教会,"主な活動場所: スカウトハウス前広場(教会）、千秋公園
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/akita/akita1/",スカウトハウス前広場(教会）、千秋公園,男女,https://find-local.scout.or.jp/akita/akita1/
秋田県,秋田第6団,秋田県能代市,"主な活動場所: 能代市「風の松原」の隣
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/akita/akita6/",能代市「風の松原」の隣,男女,https://find-local.scout.or.jp/akita/akita6/
秋田県,秋田第20団,秋田県湯沢市稲庭町字稲庭２３８－１,"主な活動場所: 湯沢市生涯学習センター、20団倉庫前
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/akita/akita20/",湯沢市生涯学習センター、20団倉庫前,男女,https://find-local.scout.or.jp/akita/akita20/
秋田県,秋田第31団,秋田県秋田市川尻総社町14-6,"主な活動場所: 秋田市川尻総社神社
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/akita/akita31/",秋田市川尻総社神社,男女,https://find-local.scout.or.jp/akita/akita31/
秋田県,秋田第33団,秋田県秋田市保戸野鉄砲町,"主な活動場所: 秋田市周辺の市町村
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/akita/akita33/",秋田市周辺の市町村,男女,https://find-local.scout.or.jp/akita/akita33/
秋田県,秋田第52団,秋田県大仙市,"主な活動場所: 大仙市太田町大台スキー場
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/akita/akita52/",大仙市太田町大台スキー場,男女,https://find-local.scout.or.jp/akita/akita52/
山形県,天童第1団,山形県天童市三日町1丁目1-10,"主な活動場所: 善行寺、天童高原、天童公園、近隣公民館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/yamagata/tendo1/",善行寺、天童高原、天童公園、近隣公民館,男女,https://find-local.scout.or.jp/yamagata/tendo1/
山形県,新庄第1団,山形県新庄市大町15－13,"主な活動場所: 新庄市及び最上郡一円
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/yamagata/sinzyo1/",新庄市及び最上郡一円,男女,https://find-local.scout.or.jp/yamagata/sinzyo1/
山形県,寒河江第1団,山形県寒河江市寒河江丙,"主な活動場所: 寒河江ボーイスカウトスカウト会館
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/yamagata/sagae1/",寒河江ボーイスカウトスカウト会館,男女,https://find-local.scout.or.jp/yamagata/sagae1/
山形県,山形市第1団,山形県山形市旅篭町2-5-12　山形メディアタワー内,"主な活動場所: 木の実町スカウト会館、市内公民館、公園、河川敷
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/yamagata/yamagatashi1/",木の実町スカウト会館、市内公民館、公園、河川敷,男女,https://find-local.scout.or.jp/yamagata/yamagatashi1/
山形県,米沢第1団,山形県米沢市塩井町塩野2075,"主な活動場所: 塩井毘沙門堂周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/yamagata/yonezawa1/",塩井毘沙門堂周辺,男女,https://find-local.scout.or.jp/yamagata/yonezawa1/
山形県,鶴岡第1団,山形県鶴岡市,"主な活動場所: 三瀬八森山、鶴岡公園、鶴岡市中央児童館、鶴岡市第三コミセン、その他鶴岡市一円
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/yamagata/tsuruoka1/",三瀬八森山、鶴岡公園、鶴岡市中央児童館、鶴岡市第三コミセン、その他鶴岡市一円,男女,https://find-local.scout.or.jp/yamagata/tsuruoka1/
福島県,福島第1団,福島県福島市腰浜町27番5号,"主な活動場所: 福島市全域
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/fukushima1/",福島市全域,男女,https://find-local.scout.or.jp/fukushima/fukushima1/
福島県,福島第3団,福島県福島市春日町12-6,"主な活動場所: 福島市北部（第三小以北）
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/fukushima3/",福島市北部（第三小以北）,男女,https://find-local.scout.or.jp/fukushima/fukushima3/
福島県,福島第4団,福島県福島市黒岩字関根4-3,"主な活動場所: 福島市全域
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/fukushima4/",福島市全域,男女,https://find-local.scout.or.jp/fukushima/fukushima4/
福島県,桑折第1団,福島県伊達郡桑折町,"主な活動場所: 桑折町内
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/koori1/",桑折町内,男女,https://find-local.scout.or.jp/fukushima/koori1/
福島県,郡山第1団,福島県郡山市咲田1-20-8,"主な活動場所: 郡山市内及び周辺地域
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/koriyama1/",郡山市内及び周辺地域,男女,https://find-local.scout.or.jp/fukushima/koriyama1/
福島県,郡山第3団,福島県郡山市開成3-1-38,"主な活動場所: 開成山大神宮境内
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/koriyama3/",開成山大神宮境内,男女,https://find-local.scout.or.jp/fukushima/koriyama3/
福島県,須賀川第1団,福島県須賀川市森宿字鍛治山,"主な活動場所: 須賀川市内全域
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/sukagawa1/",須賀川市内全域,男女,https://find-local.scout.or.jp/fukushima/sukagawa1/
福島県,白河第1団,福島県白河市北真船144-5,"主な活動場所: 白河市と周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/shirakawa1/",白河市と周辺,男女,https://find-local.scout.or.jp/fukushima/shirakawa1/
福島県,矢吹第1団,福島県泉崎村関和久八雲神社25-6,"主な活動場所: 矢吹町と周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/yabuki1/",矢吹町と周辺,男女,https://find-local.scout.or.jp/fukushima/yabuki1/
福島県,会津若松第1団,福島県会津若松市日新町16-33,"主な活動場所: 会津若松市・猪苗代町等
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/aizuwakamatsu1/",会津若松市・猪苗代町等,男女,https://find-local.scout.or.jp/fukushima/aizuwakamatsu1/
福島県,会津若松第2団,福島県会津若松市中央2-3-21,"主な活動場所: 会津若松市
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/aizuwakamatsu2/",会津若松市,男女,https://find-local.scout.or.jp/fukushima/aizuwakamatsu2/
福島県,会津美里第1団,福島県会津美里町字本郷道上52,"主な活動場所: 会津美里町と周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/aizumisato1/",会津美里町と周辺,男女,https://find-local.scout.or.jp/fukushima/aizumisato1/
福島県,猪苗代第1団,福島県猪苗代町5百苅り138-1,"主な活動場所: 猪苗代町と周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/inawashiro1/",猪苗代町と周辺,男女,https://find-local.scout.or.jp/fukushima/inawashiro1/
福島県,いわき第1団,福島県いわき市小川町上小川字川古屋11,"主な活動場所: いわき市四倉
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/iwaki1/",いわき市四倉,男女,https://find-local.scout.or.jp/fukushima/iwaki1/
福島県,いわき第2団,福島県いわき市四倉町西2丁目6-7,"主な活動場所: いわき市内
参加対象: 男
詳細URL: https://find-local.scout.or.jp/fukushima/iwaki2/",いわき市内,男,https://find-local.scout.or.jp/fukushima/iwaki2/
福島県,いわき第3団,福島県いわき市平字五色町10,"主な活動場所: いわき市平
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/iwaki3/",いわき市平,男女,https://find-local.scout.or.jp/fukushima/iwaki3/
福島県,いわき第10団,福島県いわき市平下神谷山ノ内56,"主な活動場所: いわき市中央台
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/fukushima/iwaki10/",いわき市中央台,男女,https://find-local.scout.or.jp/fukushima/iwaki10/
茨城県,日立第5団,茨城県日立市神峰町,"主な活動場所: 桐木田広場、諏訪交流センター、大久保交流センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/hitachi5/",桐木田広場、諏訪交流センター、大久保交流センター,男女,https://find-local.scout.or.jp/ibaraki/hitachi5/
茨城県,日立第6団,茨城県日立市大沼町,"主な活動場所: 塙山交流センター、金沢交流センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/hitachi6/",塙山交流センター、金沢交流センター,男女,https://find-local.scout.or.jp/ibaraki/hitachi6/
茨城県,日立第7団,茨城県日立市石名坂町2-40-5,"主な活動場所: 日立市 水木、久慈、久慈川日立南交流センター  東海中央公民館、石神、中丸コミュニティセンター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/hitachi7/",日立市 水木、久慈、久慈川日立南交流センター  東海中央公民館、石神、中丸コミュニティセンター,男女,https://find-local.scout.or.jp/ibaraki/hitachi7/
茨城県,日立第8団,茨城県,"主な活動場所: 日高交流センター、十王交流センター、小木津山自然公園
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/hitachi8/",日高交流センター、十王交流センター、小木津山自然公園,男女,https://find-local.scout.or.jp/ibaraki/hitachi8/
茨城県,北茨城第1団,茨城県,"主な活動場所: 
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/kitaibaraki1/",,男女,https://find-local.scout.or.jp/ibaraki/kitaibaraki1/
茨城県,水戸第1団,茨城県水戸市常磐町１−３−１,"主な活動場所: 常磐神社、偕楽園、西の谷公園、千波湖
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/mito1/",常磐神社、偕楽園、西の谷公園、千波湖,男女,https://find-local.scout.or.jp/ibaraki/mito1/
茨城県,水戸第2団,茨城県水戸市平須町,"主な活動場所: 茨城県立歴史館庭園
参加対象: 男
詳細URL: https://find-local.scout.or.jp/ibaraki/mito2/",茨城県立歴史館庭園,男,https://find-local.scout.or.jp/ibaraki/mito2/
茨城県,水戸第4団,茨城県水戸市元吉田町214-16,"主な活動場所: 酒門市民センター、稲荷第２市民センター
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/mito4/",酒門市民センター、稲荷第２市民センター,男女,https://find-local.scout.or.jp/ibaraki/mito4/
茨城県,水戸第5団,茨城県水戸市五軒町2-4-37,"主な活動場所: 聖母幼稚園(水戸市五軒町)・偕楽園公園など水戸市周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/mito5/",聖母幼稚園(水戸市五軒町)・偕楽園公園など水戸市周辺,男女,https://find-local.scout.or.jp/ibaraki/mito5/
茨城県,水戸第8団,茨城県水戸市河和田町,"主な活動場所: 水戸第8団野営場、偕楽園公園周辺
参加対象: 男女
詳細URL: https://find-local.scout.or.jp/ibaraki/mito8/",水戸第8団野営場、偕楽園公園周辺,男女,https://find-local.scout.or.jp/ibaraki/mito8/
